Rank,Change,Name,Position,College,Conference,State,Height,Weight,Position2,PositionGroup,PositionAspect,Date
216,-18,Paulson Adedo,CB,Stanford,Pac 12,California,"""6'1""""""",189,,DB,Def.,2019-08-21
217,NEW,Michael Pittman Jr.,WRF,USC,Pac 12,California,"""6'4""""""",223,,WR,Off.,2019-08-21
218,+2,Colin Schooler,ILB,Arizona,Pac 12,Arizona,"""6'0""""""",236,,LB,Def.,2019-08-21
219,-8,Raequan Williams,DL3T,Michigan State,Big Ten,Michigan,"""6'4""""""",298,,DL,Def.,2019-08-21
220,-72,Kelvin Jarvis,OG,Michigan State,Big Ten,Michigan,"""6'4""""""",317,,OL,Off.,2019-08-21
221,-22,Matt Hennessy,OC,Temple,FBS - AAC,Pennsylvania,"""6'4""""""",295,,OL,Off.,2019-08-21
222,NEW,Aaron Fuller,WRS,Washington,Pac 12,Washington,"""5'11""""""",186,,WR,Off.,2019-08-21
223,NEW,Kylin Hill,RBF,Mississippi State,SEC,Mississippi,"""5'11""""""",215,,RB,Off.,2019-08-21
224,+28,Jay Tufele,DL3T,USC,Pac 12,California,"""6'3""""""",310,,DL,Def.,2019-08-21
225,-18,Cameron Dantzler,CB,Mississippi State,SEC,Mississippi,"""6'2""""""",185,,DB,Def.,2019-08-21
226,--,T.J. Brunson,ILB,South Carolina,SEC,South Carolina,"""6'0""""""",230,,LB,Def.,2019-08-21
227,-30,Tedarrell Slaton,DL1T,Florida,SEC,Florida,"""6'5""""""",343,,DL,Def.,2019-08-21
228,NEW,Devin Duvernay,WRS,Texas,Big 12,Texas,"""5'11""""""",186,,WR,Off.,2019-08-21
229,-1,Leki Fotu,DL1T,Utah,Pac 12,Utah,"""6'5""""""",330,,DL,Def.,2019-08-21
230,+41,Kamal Martin,ILB,Minnesota,Big Ten,Minnesota,"""6'3""""""",235,,LB,Def.,2019-08-21
231,NEW,Gerold Bright,RBF,Utah State,FBS - Mountain West,Utah,"""5'9""""""",195,,RB,Off.,2019-08-21
232,NEW,Josh Metellus,S,Michigan,Big Ten,Michigan,"""5'11""""""",215,,DB,Def.,2019-08-21
233,-12,Jet Toner,PK,Stanford,Pac 12,California,"""6'4""""""",201,,K,ST,2019-08-21
234,NEW,Cheyenne O�Grady,TE,Arkansas,SEC,Arkansas,"""6'4""""""",256,,TE,Off.,2019-08-21
235,-19,Feleipe Franks,QB,Florida,SEC,Florida,"""6'6""""""",240,,QB,Off.,2019-08-21
236,-27,Marcus Keyes,OG,Oklahoma State,Big 12,Oklahoma,"""6'3""""""",309,,OL,Off.,2019-08-21
237,+31,Breiden Fehoko,DL5T,LSU,SEC,Louisiana,"""6'4""""""",291,,DL,Def.,2019-08-21
238,-2,Bobby Roundtree,EDGE,Illinois,Big Ten,Illinois,"""6'5""""""",255,,DL,Def.,2019-08-21
239,-7,Neville Gallimore,DL1T,Oklahoma,Big 12,Oklahoma,"""6'2""""""",330,,DL,Def.,2019-08-21
240,-22,Levi Onwuzurike,DL3T,Washington,Pac 12,Washington,"""6'3""""""",282,,DL,Def.,2019-08-21
241,-2,Jordon Scott,DL1T,Oregon,Pac 12,Oregon,"""6'1""""""",329,,DL,Def.,2019-08-21
242,NEW,Jalen Elliott,S,Notre Dame,FBS - Independent,Indiana,"""6'0""""""",207,,DB,Def.,2019-08-21
243,+8,Patrick Queen,ILB,LSU,SEC,Louisiana,"""6'2""""""",232,,LB,Def.,2019-08-21
244,-3,McKenzie Milton,QB,UCF,FBS - AAC,Florida,"""5'11""""""",185,,QB,Off.,2019-08-21
245,NEW,James Wiggins,S,Cincinnati,FBS - AAC,Ohio,"""6'0""""""",206,,DB,Def.,2019-08-21
246,NEW,Jack Anderson,OC,Texas Tech,Big 12,Texas,"""6'5""""""",321,OG,OL,Off.,2019-08-21
247,-16,De'Jon Harris,ILB,Arkansas,SEC,Arkansas,"""6'0""""""",244,,LB,Def.,2019-08-21
248,+6,Blake Gillikin,P,Penn State,Big Ten,Pennsylvania,"""6'2""""""",195,,P,ST,2019-08-21
249,--,Leo Lewis,ILB,Mississippi State,SEC,Mississippi,"""6'2""""""",245,,LB,Def.,2019-08-21
250,+14,Khalil Brooks,OLB,Middle Tennessee,FBS - CUSA,Tennessee,"""5'11""""""",206,,LB,Def.,2019-08-21
251,-37,Thomas Graham Jr.,CB,Oregon,Pac 12,Oregon,"""5'11""""""",191,,DB,Def.,2019-08-21
252,-172,Jordan Fuller,S,Ohio State,Big Ten,Ohio,"""6'2""""""",205,,DB,Def.,2019-08-21
253,+16,Chauncey Rivers,DL5T,Mississippi State,SEC,Mississippi,"""6'3""""""",275,,DL,Def.,2019-08-21
254,NEW,Keith Ismael,OC,San Diego State,FBS - Mountain West,California,"""6'3""""""",311,,OL,Off.,2019-08-21
255,NEW,Kary Vincent Jr.,CB,LSU,SEC,Louisiana,"""5'10""""""",182,,DB,Def.,2019-08-21
256,+19,Raymond Calais,RBC,LSU,SEC,Louisiana,"""5'9""""""",180,,RB,Off.,2019-08-21
257,-21,Davion Taylor,OLB,Colorado,Pac 12,Colorado,"""6'2""""""",220,,LB,Def.,2019-08-21
258,-4,Kylan Wilborn,EDGE,Arizona,Pac 12,Arizona,"""6'2""""""",248,,DL,Def.,2019-08-21
259,-119,Denzel Mims,WRF,Baylor,Big 12,Texas,"""6'3""""""",197,,WR,Off.,2019-08-21
260,-47,Rashad Weaver,EDGE,Pitt,ACC,Pennsylvania,"""6'5""""""",260,,DL,Def.,2019-08-21
261,-19,Luc Bequette,DL5T,California,Pac 12,California,"""6'2""""""",295,,DL,Def.,2019-08-21
262,-33,Jason Strowbridge,DL3T,North Carolina,ACC,North Carolina,"""6'3""""""",285,,DL,Def.,2019-08-21
263,-59,Logan Wilson,ILB,Wyoming,FBS - Mountain West,Wyoming,"""6'2""""""",250,,LB,Def.,2019-08-21
264,+16,David Reese II,ILB,Florida,SEC,Florida,"""6'1""""""",248,,LB,Def.,2019-08-21
265,-136,Julian Blackmon,S,Utah,Pac 12,Utah,"""6'1""""""",195,,DB,Def.,2019-08-21
266,-87,Keisean Lucier-South,EDGE,UCLA,Pac 12,California,"""6'4""""""",235,,DL,Def.,2019-08-21
267,-7,Jake Bentley,QB,South Carolina,SEC,South Carolina,"""6'2""""""",220,,QB,Off.,2019-08-21
268,-86,Kenny Robinson Jr.,S,West Virginia,Big 12,West Virginia,"""6'2""""""",202,,DB,Def.,2019-08-21
269,-103,Theo Howard,WRF,UCLA,Pac 12,California,"""6'0""""""",182,,WR,Off.,2019-08-21
270,-65,Jordan Cronkrite,RBF,South Florida,FBS - AAC,Florida,"""5'11""""""",207,,RB,Off.,2019-08-21
271,-47,Josiah Scott,CB,Michigan State,Big Ten,Michigan,"""5'10""""""",168,,DB,Def.,2019-08-21
272,NEW,Connor Slomka,FB,Army,FBS - Independent,Kansas,"""6'0""""""",240,,RB,Off.,2019-08-21
273,--,Jahad Woods,OLB,Washington State,Pac 12,Washington,"""6'0""""""",225,,LB,Def.,2019-08-21
274,-56,Dalton Keene,TE,Virginia Tech,ACC,Virginia,"""6'4""""""",246,,TE,Off.,2019-08-21
275,-49,Jordan Williams,DL3T,Clemson,ACC,South Carolina,"""6'4""""""",305,,DL,Def.,2019-08-21
276,-24,Bravvion Roy,DL1T,Baylor,Big 12,Texas,6'1,330,,DL,Def.,2019-08-21
277,-30,Dante Olson,ILB,Montana,FCS,Montana,"""6'3""""""",237,,LB,Def.,2019-08-21
278,NEW,Isaiah Zuber,WRS,Mississippi State,SEC,Mississippi,"""5'11""""""",186,,WR,Off.,2019-08-21
279,-22,Josiah Deguara,TE,Cincinnati,FBS - AAC,Ohio,"""6'3""""""",240,,TE,Off.,2019-08-21
280,+34,Reggie Walker,EDGE,Kansas State,Big 12,Kansas,"""6'2""""""",246,,DL,Def.,2019-08-21
281,NEW,John Hightower,WRF,Boise State,FBS - Mountain West,Idaho,"""6'2""""""",184,,WR,Off.,2019-08-21
282,-21,Cale Garrett,ILB,Missouri,SEC,Missouri,"""6'3""""""",230,,LB,Def.,2019-08-21
283,NEW,Troy Pride Jr.,CB,Notre Dame,FBS - Independent,Indiana,"""5'11""""""",192,,DB,Def.,2019-08-21
284,NEW,Antonio Gandy-Golden,WRF,Liberty,FCS,Virginia,"""6'4""""""",216,,WR,Off.,2019-08-21
285,NEW,Juwan Johnson,WRF,Oregon,Pac 12,Oregon,"""6'4""""""",227,,WR,Off.,2019-08-21
286,-7,Robert Landers,DL3T,Ohio State,Big Ten,Ohio,"""6'1""""""",285,,DL,Def.,2019-08-21
287,+38,Cesar Ruiz,OC,Michigan,Big Ten,Michigan,"""6'4""""""",319,,OL,Off.,2019-08-21
288,NEW,Jeff Gladney,CB,TCU,Big 12,Texas,"""5'10""""""",183,,DB,Def.,2019-08-21
289,+15,Mike Panasiuk,DL3T,Michigan State,Big Ten,Michigan,"""6'4""""""",300,,DL,Def.,2019-08-21
290,NEW,Johnathon Johnson,WRS,Missouri,SEC,Missouri,"""5'8""""""",179,,WR,Off.,2019-08-21
291,NEW,Van Jefferson,WRF,Florida,SEC,Florida,"""6'2""""""",197,,WR,Off.,2019-08-21
292,-146,Antoine Brooks Jr.,S,Maryland,Big Ten,Maryland,"""5'11""""""",210,,DB,Def.,2019-08-21
293,+3,Daniel Bituli,ILB,Tennessee,SEC,Tennessee,"""6'3""""""",244,,LB,Def.,2019-08-21
294,-87,Kiel Pollard,FB,South Carolina,SEC,South Carolina,"""6'1""""""",235,,RB,Off.,2019-08-21
295,-72,Rashad Robinson,CB,James Madison,FCS,Virginia,"""5'11""""""",185,,DB,Def.,2019-08-21
296,-38,Jake Verity,PK,East Carolina,FBS - AAC,North Carolina,"""6'1""""""",185,,K,ST,2019-08-21
297,-25,Quincy Roche,EDGE,Temple,FBS - AAC,Pennsylvania,"""6'4""""""",235,,DL,Def.,2019-08-21
298,-1,Ben Petrula,OT,Boston College,ACC,Massachusetts,"""6'5""""""",310,,OL,Off.,2019-08-21
299,-58,Jason Huntley,RBC,New Mexico State,FBS - Sun Belt,New Mexico,"""5'9""""""",188,,RB,Off.,2019-08-21
300,-29,Sage Lewis,ILB,Florida International,FBS - CUSA,Florida,"""6'1""""""",240,,LB,Def.,2019-08-21
